ProductID,MovementDateKey,MovementDate,MovementType,Quantity
65,20251201,2025-12-01,IN,29
65,20251208,2025-12-08,IN,21
65,20251215,2025-12-15,OUT,16
65,20251222,2025-12-22,IN,24
65,20251229,2025-12-29,IN,46
74,20240101,2024-01-01,OUT,19
74,20240108,2024-01-08,IN,21
74,20240115,2024-01-15,OUT,11
74,20240122,2024-01-22,IN,37
74,20240129,2024-01-29,OUT,26
74,20240205,2024-02-05,OUT,23
74,20240212,2024-02-12,OUT,27
74,20240219,2024-02-19,OUT,18
74,20240226,2024-02-26,OUT,23
74,20240304,2024-03-04,IN,31
74,20240311,2024-03-11,IN,28
74,20240318,2024-03-18,OUT,27
74,20240325,2024-03-25,IN,27
74,20240401,2024-04-01,IN,32
74,20240408,2024-04-08,IN,21
74,20240415,2024-04-15,OUT,30
74,20240422,2024-04-22,IN,48
74,20240429,2024-04-29,OUT,14
74,20240506,2024-05-06,OUT,28
74,20240513,2024-05-13,IN,36
74,20240520,2024-05-20,OUT,8
74,20240527,2024-05-27,IN,38
74,20240603,2024-06-03,OUT,15
74,20240610,2024-06-10,IN,6
74,20240617,2024-06-17,OUT,14
74,20240624,2024-06-24,OUT,23
74,20240701,2024-07-01,OUT,24
74,20240708,2024-07-08,OUT,19
74,20240715,2024-07-15,OUT,4
74,20240722,2024-07-22,IN,19
74,20240729,2024-07-29,IN,34
74,20240805,2024-08-05,IN,28
74,20240812,2024-08-12,IN,25
74,20240819,2024-08-19,OUT,25
74,20240826,2024-08-26,OUT,35
74,20240902,2024-09-02,OUT,14
74,20240909,2024-09-09,OUT,23
74,20240916,2024-09-16,IN,12
74,20240923,2024-09-23,IN,48
74,20240930,2024-09-30,OUT,19
74,20241007,2024-10-07,OUT,25
74,20241014,2024-10-14,OUT,8
74,20241021,2024-10-21,IN,34
74,20241028,2024-10-28,IN,18
74,20241104,2024-11-04,IN,46
74,20241111,2024-11-11,OUT,27
74,20241118,2024-11-18,OUT,12
74,20241125,2024-11-25,IN,16
74,20241202,2024-12-02,OUT,19
74,20241209,2024-12-09,IN,21
74,20241216,2024-12-16,OUT,16
74,20241223,2024-12-23,IN,17
74,20241230,2024-12-30,OUT,6
74,20250106,2025-01-06,IN,32
74,20250113,2025-01-13,IN,16
74,20250120,2025-01-20,OUT,35
74,20250127,2025-01-27,IN,23
74,20250203,2025-02-03,OUT,10
74,20250210,2025-02-10,OUT,29
74,20250217,2025-02-17,IN,23
74,20250224,2025-02-24,OUT,31
74,20250303,2025-03-03,OUT,38
74,20250310,2025-03-10,IN,24
74,20250317,2025-03-17,OUT,11
74,20250324,2025-03-24,IN,40
74,20250331,2025-03-31,OUT,9
74,20250407,2025-04-07,OUT,15
74,20250414,2025-04-14,OUT,27
74,20250421,2025-04-21,OUT,12
74,20250428,2025-04-28,OUT,28
74,20250505,2025-05-05,OUT,16
74,20250512,2025-05-12,IN,21
74,20250519,2025-05-19,IN,27
74,20250526,2025-05-26,OUT,15
74,20250602,2025-06-02,IN,27
74,20250609,2025-06-09,IN,41
74,20250616,2025-06-16,OUT,31
74,20250623,2025-06-23,IN,43
74,20250630,2025-06-30,IN,26
74,20250707,2025-07-07,OUT,22
74,20250714,2025-07-14,OUT,27
74,20250721,2025-07-21,IN,37
74,20250728,2025-07-28,OUT,23
74,20250804,2025-08-04,IN,36
74,20250811,2025-08-11,OUT,11
74,20250818,2025-08-18,IN,40
74,20250825,2025-08-25,IN,40
74,20250901,2025-09-01,IN,31
74,20250908,2025-09-08,IN,20
74,20250915,2025-09-15,OUT,23
74,20250922,2025-09-22,IN,33
74,20250929,2025-09-29,IN,22
74,20251006,2025-10-06,OUT,27
74,20251013,2025-10-13,OUT,18
74,20251020,2025-10-20,OUT,12
74,20251027,2025-10-27,IN,24
74,20251103,2025-11-03,OUT,8
74,20251110,2025-11-10,IN,28
74,20251117,2025-11-17,IN,26
74,20251124,2025-11-24,IN,35
74,20251201,2025-12-01,OUT,12
74,20251208,2025-12-08,IN,32
74,20251215,2025-12-15,IN,30
74,20251222,2025-12-22,IN,31
74,20251229,2025-12-29,IN,8
11,20240101,2024-01-01,IN,22
11,20240108,2024-01-08,OUT,21
11,20240115,2024-01-15,IN,32
11,20240122,2024-01-22,OUT,1
11,20240129,2024-01-29,IN,4
11,20240205,2024-02-05,IN,48
11,20240212,2024-02-12,OUT,17
11,20240219,2024-02-19,IN,24
11,20240226,2024-02-26,IN,42
11,20240304,2024-03-04,IN,31
11,20240311,2024-03-11,IN,26
11,20240318,2024-03-18,OUT,7
11,20240325,2024-03-25,IN,21
11,20240401,2024-04-01,OUT,23
11,20240408,2024-04-08,IN,19
11,20240415,2024-04-15,IN,45
11,20240422,2024-04-22,IN,22
11,20240429,2024-04-29,OUT,24
11,20240506,2024-05-06,IN,26
11,20240513,2024-05-13,IN,16
11,20240520,2024-05-20,IN,48
