OrderLineID,OrderID,ProductID,Quantity,UnitPrice,Discount,StandardCost,LineRevenue,LineCost,LineMargin
30,10010,69,1,580.47,0.05,313.68,551.4465,313.68,237.7665
31,10010,80,2,260.95,0.0,146.39,521.9,292.78,229.12
32,10011,12,2,267.01,0.0,178.83,534.02,357.66,176.36
33,10011,4,3,74.88,0.0,39.56,224.64,118.68,105.96
34,10011,67,3,112.2,0.0,76.32,336.6,228.96,107.64
35,10011,108,1,595.88,0.0,428.75,595.88,428.75,167.13
36,10012,51,2,40.51,0.15,23.7,68.86699999999999,47.4,21.46699999999999
37,10013,85,4,46.49,0.0,29.26,185.96,117.04,68.92
38,10013,105,1,10.64,0%,8.01,10.64,8.01,2.630000000000001
39,10013,33,3,281.34,0.05,172.16,801.819,516.48,285.3389999999999
40,10013,23,4,275.02,0.0,158.97,1100.08,635.88,464.1999999999999
41,10014,16,1,465.29,0.0,366.49,465.29,366.49,98.80000000000001
42,10015,27,2,1080.55,0.0,564.0,2161.1,1128.0,1033.1
43,10015,17,1,85.63,0.0,43.71,85.63,43.71,41.91999999999999
44,10016,17,4,85.63,0.0,43.71,342.52,174.84,167.68
45,10016,105,2,10.11,0.0,8.01,20.22,16.02,4.199999999999999
46,10016,34,3,163.64,0.0,88.85,490.92,266.55,224.37
47,10016,119,3,209.82,0.0,172.06,629.46,516.1800000000001,113.28
48,10017,91,1,281.81,0.05,207.93,267.7195,207.93,59.78949999999998
49,10017,112,3,90.76,0.0,60.74,272.28,182.22,90.06000000000003
50,10017,65,4,13.96,0.0,9.14,55.84,36.56,19.28
51,10018,11,2,484.04,0.05,369.05,919.676,738.1,181.576
52,10019,114,1,884.36,0.0,583.94,884.36,583.94,300.42
53,10019,2,2,739.63,0.0,440.54,1479.26,881.08,598.18
54,10020,6,1,34.08,0.0,17.25,34.08,17.25,16.83
55,10020,21,6,117.69,0.0,77.61,706.14,465.66,240.48
56,10020,90,3,773.52,0.05,562.35,2204.532,1687.05,517.4819999999995
57,10020,85,1,"48,94",0.0,29.26,48.94,29.26,19.68
58,10021,23,1,275.02,0.15,158.97,233.767,158.97,74.79699999999997
59,10021,44,1,750.92,0.0,439.12,750.92,439.12,311.8
60,10021,35,4,103.11,0.0,49.36,412.44,197.44,215.0
61,10021,97,3,922.78,0.0,540.75,2768.34,1622.25,1146.09
62,10022,60,2,830.85,0.0,536.07,1661.7,1072.14,589.56
63,10023,100,1,971.81,0.1,532.82,874.629,532.82,341.809
64,10024,83,5,109.7,0.0,58.72,548.5,293.6,254.9
65,10024,107,5,569.1,0.0,392.92,2845.5,1964.6,880.8999999999999
66,10024,5,3,608.59,0.0,362.66,1825.77,1087.98,737.79
67,10025,72,3,433.45,0.0,300.86,1300.35,902.58,397.7699999999999
68,10025,26,3,1059.12,0.0,581.9,3177.36,1745.7,1431.66
69,10025,40,1,282.18,0.0,218.29,282.18,218.29,63.89000000000001
70,10025,82,1,622.05,0.0,381.95,622.05,381.95,240.1
71,10026,21,1,130.07,0.0,77.61,130.07,77.61,52.45999999999999
72,10026,47,2,792.45,0.0,457.67,1584.9,915.34,669.5600000000001
73,10026,24,2,307.81,0.0,190.47,615.62,380.94,234.68
74,10027,84,1,251.05,0.0,195.86,251.05,195.86,55.19
75,10028,47,2,754.71,0.0,457.67,1509.42,915.34,594.08
76,10028,57,1,1030.66,0.0,558.17,1030.66,558.17,472.4900000000001
77,10028,67,2,112.2,0.0,76.32,224.4,152.64,71.76000000000002
78,10029,28,1,698.95,0.0,360.75,698.95,360.75,338.2
79,10030,105,3,10.64,0.0,8.01,31.92,24.03,7.890000000000001
80,10030,14,1,199.51,0.0,123.81,199.51,123.81,75.69999999999999
81,10031,26,3,1059.12,0.0,581.9,3177.36,1745.7,1431.66
82,10031,119,2,209.82,0.0,172.06,419.64,344.12,75.51999999999998
83,10032,42,2,239.89,0.05,201.88,455.7909999999999,403.76,52.03099999999995
84,10032,49,6,487.33,0.0,316.03,2923.98,1896.18,1027.8
85,10032,45,6,840.78,0.0,532.89,5044.68,3197.34,1847.34
86,10032,108,6,595.88,0.15,428.75,3038.988,2572.5,466.4879999999998
87,10033,57,1,1030.66,0.0,558.17,1030.66,558.17,472.4900000000001
88,10033,40,5,296.29,0.0,218.29,1481.45,1091.45,390.0
89,10033,73,1,214.52,0.0,174.48,214.52,174.48,40.04000000000002
90,10033,79,3,732.62,0.15,404.92,1868.181,1214.76,653.421
91,10034,15,3,442.27,0.0,357.49,1326.81,1072.47,254.3399999999999
92,10034,101,1,490.46,0.0,387.01,490.46,387.01,103.45
93,10034,77,2,145.17,0.0,91.21,290.34,182.42,107.92
94,10034,24,3,323.2,0.0,190.47,969.5999999999999,571.41,398.1899999999999
95,10035,42,1,252.52,0.0,201.88,252.52,201.88,50.64000000000001
96,10036,66,6,331.6,0.0,253.36,1989.6,1520.16,469.4400000000001
97,10036,47,1,754.71,0.0,457.67,754.71,457.67,297.04
98,10036,55,3,178.05,0.0,141.13,534.1500000000001,423.39,110.7600000000001
99,10036,12,1,267.01,0.0,178.83,267.01,178.83,88.17999999999998
100,10037,32,1,776.87,0.0,498.1,776.87,498.1,278.77
101,10037,65,1,14.7,0.15,9.14,12.495,9.14,3.354999999999999
102,10037,110,1,735.83,0.0,391.53,735.83,391.53,344.3000000000001
103,10037,22,2,49.07,0.0,25.46,98.14,50.92,47.22
104,10038,50,1,25.88,0.0,20.12,25.88,20.12,5.759999999999998
105,10039,12,2,267.01,0.0,178.83,534.02,357.66,176.36
106,10039,33,4,281.34,0.0,172.16,1125.36,688.64,436.7199999999999
107,10040,98,3,290.52,0.0,206.72,871.56,620.16,251.4
108,10040,69,1,525.19,0.0,313.68,525.19,313.68,211.51
109,10040,51,1,38.48,0.0,23.7,38.48,23.7,14.78
110,10040,118,1,215.44,0.0,121.17,215.44,121.17,94.27
111,10041,49,3,487.33,0.0,316.03,1461.99,948.0899999999999,513.9000000000001
112,10041,79,4,695.99,0.0,404.92,2783.96,1619.68,1164.28
113,10041,21,3,123.88,0.0,77.61,371.64,232.83,138.81
114,10041,56,1,235.76,0.0,177.4,235.76,177.4,58.35999999999999
115,10042,55,3,178.05,0.0,141.13,534.1500000000001,423.39,110.7600000000001
116,10042,40,2,296.29,0.0,218.29,592.58,436.58,156.0000000000001
117,10042,81,5,381.82,0.0,223.83,1909.1,1119.15,789.9499999999998
118,10042,72,1,411.78,0.0,300.86,411.78,300.86,110.92
119,10043,84,4,264.26,0.15,195.86,898.4839999999999,783.44,115.0439999999999
120,10043,101,2,490.46,0.0,387.01,980.92,774.02,206.9
121,10044,12,1,267.01,0.0,178.83,267.01,178.83,88.17999999999998
122,10044,24,1,292.42,0%,190.47,292.42,190.47,101.95
123,10045,54,2,427.15,0.0,249.18,854.3,498.36,355.9399999999999
124,10045,101,2,490.46,0.0,387.01,980.92,774.02,206.9
125,10045,62,3,250.15,0.0,194.21,750.45,582.63,167.8200000000001
126,10046,46,2,128.11,0.2,76.16,204.976,152.32,52.65600000000003
127,10047,16,1,489.78,0.0,366.49,489.78,366.49,123.29
128,10047,103,1,441.69,0.0,365.83,441.69,365.83,75.86000000000001
129,10047,64,1,928.65,0.0,491.72,928.65,491.72,436.9299999999999
130,10047,97,3,922.78,0.0,540.75,2768.34,1622.25,1146.09
131,10048,44,5,713.37,0.2,439.12,2853.48,2195.6,657.8800000000001
132,10048,73,1,214.52,0.05,174.48,203.794,174.48,29.31400000000002
133,10048,33,3,267.27,0.05,172.16,761.7194999999999,516.48,245.2394999999999
134,10048,118,3,215.44,0.0,121.17,646.3199999999999,363.51,282.8099999999999
135,10049,63,2,216.79,0.0,140.62,433.58,281.24,152.34
136,10050,7,3,685.35,0.0,500.3,2056.05,1500.9,555.1500000000001
137,10051,70,4,437.72,0.0,221.36,1750.88,885.44,865.44
138,10051,38,1,758.9,0.0,425.58,758.9,425.58,333.32
139,10051,74,4,559.64,0.0,367.69,2238.56,1470.76,767.8
140,10051,63,4,216.79,0.0,140.62,867.16,562.48,304.6799999999999
141,10052,62,1,250.15,0.15,194.21,212.6275,194.21,18.41749999999999
142,10052,3,3,129.6,0.0,97.83,388.8,293.49,95.30999999999995
143,10052,13,1,505.22,0.1,276.36,454.698,276.36,178.338
144,10052,103,3,441.69,0.0,365.83,1325.07,1097.49,227.5799999999999
145,10053,65,2,14.7,0.0,9.14,29.4,18.28,11.12
146,10053,87,1,427.76,0.0,309.7,427.76,309.7,118.06
147,10054,36,6,631.23,0.0,464.49,3787.38,2786.94,1000.44
148,10055,37,2,15.36,0.0,8.29,30.72,16.58,14.14
149,10055,72,4,433.45,0.05,300.86,1647.11,1203.44,443.6699999999998
150,10055,63,3,216.79,0.0,140.62,650.37,421.86,228.51
151,10056,88,5,520.9,0.0,388.88,2604.5,1944.4,660.0999999999999
152,10056,26,1,1059.12,0.1,581.9,953.208,581.9,371.308
153,10057,7,1,685.35,0.0,500.3,685.35,500.3,185.05
154,10057,5,3,640.62,0.0,362.66,1921.86,1087.98,833.8800000000001
155,10058,38,2,720.95,0.0,425.58,1441.9,851.16,590.7400000000001
156,10058,19,1,226.15,0.0,186.25,226.15,186.25,39.90000000000001
157,10059,9,2,316.39,0.15,186.02,537.8629999999999,372.04,165.8229999999999
158,10060,15,2,442.27,0.0,357.49,884.54,714.98,169.5599999999999
159,10060,104,6,113.16,0.0,65.38,678.96,392.28,286.6800000000001
160,10060,100,1,1020.4,0.0,532.82,1020.4,532.82,487.5799999999999
161,10061,96,2,115.83,0.0,60.4,231.66,120.8,110.86
162,10061,75,2,50.7,0.0,35.63,101.4,71.26,30.14
163,10061,73,1,225.25,0.1,174.48,202.725,174.48,28.245
164,10061,111,1,655.7,0.0,396.28,655.7,396.28,259.4200000000001
165,10062,19,3,238.05,0.05,186.25,678.4425000000001,558.75,119.6925000000001
166,10062,37,1,15.36,0.0,8.29,15.36,8.29,7.07
167,10062,118,3,204.67,0.0,121.17,614.01,363.51,250.5
168,10062,3,3,123.12,0.0,97.83,369.36,293.49,75.87
169,10063,104,1,107.5,0.0,65.38,107.5,65.38,42.12
170,10063,29,1,74.31,0.1,57.65,66.879,57.65,9.229000000000006
171,10063,88,1,520.9,0.05,388.88,494.855,388.88,105.975
172,10064,108,2,566.09,0.0,428.75,1132.18,857.5,274.6800000000001
173,10064,27,1,1026.52,0.0,564.0,1026.52,564.0,462.52
174,10064,62,5,250.15,0.0,194.21,1250.75,971.0500000000001,279.6999999999999
175,10064,69,3,525.19,0.0,313.68,1575.57,941.04,634.5300000000002
176,10065,86,5,495.2,0.05,408.15,2352.2,2040.75,311.4499999999998
177,10065,46,5,134.85,0.0,76.16,674.25,380.8,293.45
178,10066,77,3,145.17,0.0,91.21,435.51,273.63,161.88
179,10067,3,1,129.6,0.0,97.83,129.6,97.83,31.77
180,10067,104,4,113.16,0.0,65.38,452.64,261.52,191.12
181,10067,25,1,445.19,0.0,330.29,445.19,330.29,114.9
182,10067,12,1,267.01,0.0,178.83,267.01,178.83,88.17999999999998
183,10068,101,1,490.46,0.1,387.01,441.414,387.01,54.404
184,10068,95,2,446.11,0.0,320.14,892.22,640.28,251.9400000000001
185,10069,76,1,759.03,0.0,545.42,759.03,545.42,213.61
186,10069,84,2,277.47,0.0,195.86,554.94,391.72,163.22
187,10069,3,3,136.08,0.0,97.83,408.24,293.49,114.75
188,10070,103,3,441.69,0.0,365.83,1325.07,1097.49,227.5799999999999
189,10071,46,1,134.85,0.0,76.16,134.85,76.16,58.69
190,10071,91,4,254.97,0.0,207.93,1019.88,831.72,188.16
191,10072,82,1,622.05,0.0,381.95,622.05,381.95,240.1
192,10073,66,2,349.05,0.05,253.36,663.1949999999999,506.72,156.4749999999999
193,10073,10,4,356.69,0.0,262.01,1426.76,1048.04,378.72
194,10073,20,3,607.68,0.0,412.12,1823.04,1236.36,586.6799999999998
195,10074,27,3,1134.58,0.0,564.0,3403.74,1692.0,1711.74
196,10075,39,1,554.96,0.0,463.91,554.96,463.91,91.05000000000001
197,10075,61,1,883.98,0.0,485.43,883.98,485.43,398.55
198,10076,62,3,237.64,0.0,194.21,712.92,582.63,130.29
199,10077,25,1,422.93,0.05,330.29,401.7835,330.29,71.49349999999998
200,10077,88,1,520.9,0.15,388.88,442.765,388.88,53.88499999999999
201,10078,87,3,427.76,0.0,309.7,1283.28,929.0999999999999,354.1800000000001
202,10078,53,1,724.56,0.0,545.0,724.56,545.0,179.5599999999999
203,10078,82,1,622.05,0.0,381.95,622.05,381.95,240.1
204,10078,109,1,356.94,0.0,198.61,356.94,198.61,158.33
205,10079,99,3,796.01,0.05,436.94,2268.6285,1310.82,957.8084999999999
206,10079,29,6,78.22,0.0,57.65,469.32,345.9,123.42
207,10080,6,1,34.08,0.0,17.25,34.08,17.25,16.83
208,10080,98,1,305.81,0.05,206.72,290.5195,206.72,83.7995
209,10080,85,4,48.94,0.0,29.26,195.76,117.04,78.71999999999998
210,10080,113,3,227.14,0.0,162.8,681.42,488.4,193.0199999999999
211,10081,118,4,215.44,0.15,121.17,732.496,484.68,247.816
212,10082,9,1,286.25,0.0,186.02,286.25,186.02,100.23
213,10082,39,3,584.17,10%,463.91,1577.259,1391.73,185.5289999999998
214,10083,3,4,136.08,0.05,97.83,517.104,391.32,125.784
215,10083,16,2,489.78,0.0,366.49,979.56,732.98,246.5799999999999
216,10084,86,5,495.2,0.0,408.15,2476.0,2040.75,435.25
217,10084,95,3,423.8,0.1,320.14,1144.26,960.42,183.8400000000003
218,10084,37,2,15.36,0.0,8.29,30.72,16.58,14.14
219,10085,51,2,40.51,0.15,23.7,68.86699999999999,47.4,21.46699999999999
220,10086,41,4,880.83,0.15,518.55,2994.822,2074.2,920.6220000000003
221,10086,6,1,34.08,0.15,17.25,28.968,17.25,11.718
222,10086,28,5,698.95,0.0,360.75,3494.75,1803.75,1691.0
223,10086,85,3,48.94,0.0,29.26,146.82,87.78,59.03999999999999
224,10087,113,4,227.14,0.0,162.8,908.56,651.2,257.3599999999999
225,10087,120,1,495.9,0.0,389.06,495.9,389.06,106.84
226,10087,101,3,490.46,0.0,387.01,1471.38,1161.03,310.3499999999999
227,10087,36,2,631.23,0.0,464.49,1262.46,928.98,333.48
228,10088,6,2,34.08,0.0,17.25,68.16,34.5,33.66
229,10088,72,1,433.45,0.0,300.86,433.45,300.86,132.59
230,10088,69,1,525.19,0.0,313.68,525.19,313.68,211.51
231,10089,71,1,769.07,0.0,577.66,769.07,577.66,191.4100000000001
232,10089,79,3,732.62,0.0,404.92,2197.86,1214.76,983.1000000000001
233,10089,20,1,639.66,0.05,412.12,607.6769999999999,412.12,195.5569999999999
234,10089,90,2,736.69,0.15,562.35,1252.373,1124.7,127.673
235,10090,113,2,215.78,0.2,162.8,345.248,325.6,19.64800000000002
236,10091,42,1,252.52,0.0,201.88,252.52,201.88,50.64000000000001
237,10091,102,1,184.42,0.0,101.17,184.42,101.17,83.24999999999999
238,10091,36,3,631.23,0.0,464.49,1893.69,1393.47,500.22
239,10091,85,1,48.94,0.0,29.26,48.94,29.26,19.68
240,10092,8,4,152.44,0.0,113.19,609.76,452.76,157.0
241,10092,117,1,555.13,0.0,348.26,555.13,348.26,206.87
242,10092,9,6,301.32,0.0,186.02,1807.92,1116.12,691.8
243,10093,64,1,928.65,0.1,491.72,835.785,491.72,344.0649999999999
244,10093,103,2,441.69,0.0,365.83,883.38,731.66,151.72
245,10093,43,1,277.47,0.0,190.03,277.47,190.03,87.44000000000003
246,10093,92,4,1055.9,0.0,555.19,4223.6,2220.76,2002.84
247,10094,48,4,739.67,0.05,463.73,2810.746,1854.92,955.8259999999996
248,10095,116,1,727.38,0.0,477.91,727.38,477.91,249.47
249,10095,44,1,750.92,0.0,439.12,750.92,439.12,311.8
250,10095,43,3,277.47,0.2,190.03,665.9280000000001,570.09,95.83800000000008
251,10095,11,6,508.24,0.0,369.05,3049.44,2214.3,835.1399999999999
252,10096,15,6,464.38,0.0,357.49,2786.28,2144.94,641.3399999999997
253,10097,27,1,"1080,55",0.0,564.0,1080.55,564.0,516.55
254,10098,77,1,145.17,0.0,91.21,145.17,91.21,53.95999999999999
255,10098,64,3,928.65,0.15,491.72,2368.0575,1475.16,892.8974999999998
256,10098,48,1,702.69,0.0,463.73,702.69,463.73,238.96
257,10098,9,4,286.25,0.1,186.02,1030.5,744.08,286.42
258,10099,68,1,825.59,0.0,566.03,825.59,566.03,259.5600000000001
259,10099,94,3,767.31,0.0,491.25,2301.93,1473.75,828.1799999999998
260,10100,62,1,250.15,0.05,194.21,237.6425,194.21,43.43249999999998
261,10100,82,1,622.05,0.0,381.95,622.05,381.95,240.1
262,10100,54,1,"449,63",0.05,249.18,427.1485,249.18,177.9684999999999
263,10101,59,3,651.93,0.0,483.18,1955.79,1449.54,506.25
264,10101,36,5,631.23,0.0,464.49,3156.15,2322.45,833.7000000000003
265,10101,119,2,209.82,0.0,172.06,419.64,344.12,75.51999999999998
266,10101,10,4,356.69,0.0,262.01,1426.76,1048.04,378.72
267,10102,87,1,406.37,0.05,309.7,386.0515,309.7,76.35149999999999
268,10102,63,1,227.63,0.0,140.62,227.63,140.62,87.00999999999999
269,10103,70,3,437.72,0.0,221.36,1313.16,664.08,649.08
270,10104,87,1,406.37,0.1,309.7,365.733,309.7,56.03300000000002
271,10104,50,3,25.88,0%,20.12,77.64,60.36,17.28
272,10104,56,1,247.55,0.0,177.4,247.55,177.4,70.15
273,10105,70,2,459.61,0.05,221.36,873.259,442.72,430.539
274,10105,46,3,134.85,0.0,76.16,404.55,228.48,176.07
275,10105,98,1,305.81,0.05,206.72,290.5195,206.72,83.7995
276,10105,107,3,514.9,15%,392.92,1312.995,1178.76,134.2349999999999
277,10106,119,1,"209,82",0.0,172.06,209.82,172.06,37.75999999999999
278,10106,14,4,199.51,0.0,123.81,798.04,495.24,302.8
279,10106,66,2,331.6,0.0,253.36,663.2,506.72,156.48
280,10106,97,2,922.78,0.0,540.75,1845.56,1081.5,764.06
281,10107,112,4,86.22,0.0,60.74,344.88,242.96,101.92
282,10107,95,5,446.11,0.0,320.14,2230.55,1600.7,629.8500000000004
283,10107,39,4,554.96,0.1,463.91,1997.856,1855.64,142.2160000000001
284,10108,53,3,762.69,0.2,545.0,1830.456,1635.0,195.4560000000001
285,10109,26,2,1059.12,0.0,581.9,2118.24,1163.8,954.4399999999998
286,10109,28,3,733.9,0.0,360.75,2201.7,1082.25,1119.45
287,10110,30,1,44.27,0.0,31.91,44.27,31.91,12.36
288,10110,59,3,684.53,0.0,483.18,2053.59,1449.54,604.0500000000002
289,10111,61,3,883.98,0.0,485.43,2651.94,1456.29,1195.65
290,10111,81,2,381.82,0.0,223.83,763.64,447.66,315.98
291,10112,104,2,113.16,0.0,65.38,226.32,130.76,95.56
292,10113,54,1,449.63,0.0,249.18,449.63,249.18,200.45
293,10113,111,3,655.7,0.1,396.28,1770.39,1188.84,581.5500000000002
294,10114,37,2,15.36,0.0,8.29,30.72,16.58,14.14
295,10114,116,1,765.66,0.0,477.91,765.66,477.91,287.7499999999999
296,10115,31,3,351.54,0.0,236.26,1054.62,708.78,345.8400000000001
297,10115,90,2,736.69,0.0,562.35,1473.38,1124.7,348.6800000000001
298,10115,52,2,308.58,0.0,192.04,617.16,384.08,233.08
299,10115,87,4,427.76,0.0,309.7,1711.04,1238.8,472.24
300,10116,85,1,48.94,0.0,29.26,48.94,29.26,19.68
301,10116,97,1,968.92,0.0,540.75,968.92,540.75,428.17
302,10117,118,2,215.44,0.1,121.17,387.792,242.34,145.452
303,10117,16,1,514.27,0.15,366.49,437.1295,366.49,70.63949999999994
304,10118,35,3,98.2,0.0,49.36,294.6,148.08,146.52
305,10119,76,3,"759,03",0.0,545.42,2277.09,1636.26,640.8300000000004
306,10120,39,2,584.17,0.0,463.91,1168.34,927.82,240.5199999999999
307,10121,106,3,581.29,0.0,331.5,1743.87,994.5,749.3699999999999
308,10121,44,5,750.92,0.0,439.12,3754.6,2195.6,1559.0
309,10121,25,1,445.19,0.0,330.29,445.19,330.29,114.9
310,10122,79,3,732.62,0.0,404.92,2197.86,1214.76,983.1000000000001
311,10122,7,2,719.62,0.0,500.3,1439.24,1000.6,438.64
312,10122,86,2,495.2,0.0,408.15,990.4,816.3,174.1
313,10123,68,4,784.31,0.0,566.03,3137.24,2264.12,873.1199999999999
314,10124,23,2,275.02,0.0,158.97,550.04,317.94,232.1
315,10124,103,1,419.61,0.0,365.83,419.61,365.83,53.78000000000003
316,10124,42,2,252.52,0.0,201.88,505.04,403.76,101.28
317,10125,2,2,776.61,0.1,440.54,1397.898,881.08,516.8180000000001
318,10125,100,1,971.81,0.0,532.82,971.81,532.82,438.9899999999999
319,10126,18,3,1070.27,0.0,579.55,3210.81,1738.65,1472.16
320,10126,88,5,520.9,0.0,388.88,2604.5,1944.4,660.0999999999999
321,10126,34,3,155.46,0.2,88.85,373.104,266.55,106.5540000000001
322,10126,69,1,552.83,0.1,313.68,497.547,313.68,183.867
323,10127,37,4,14.59,0.05,8.29,55.442,33.16,22.282
324,10128,34,1,163.64,0.0,88.85,163.64,88.85,74.78999999999999
325,10128,31,3,318.06,0.0,236.26,954.1800000000001,708.78,245.4000000000001
326,10128,102,3,203.84,0.0,101.17,611.52,303.51,308.01
327,10128,11,3,484.04,0.0,369.05,1452.12,1107.15,344.97
328,10129,68,3,825.59,0.0,566.03,2476.77,1698.09,778.6800000000001
329,10129,75,4,50.7,0.1,35.63,182.52,142.52,40.0
330,10129,26,1,1059.12,0.1,581.9,953.208,581.9,371.308
331,10130,32,1,739.88,0.15,498.1,628.898,498.1,130.798
332,10130,41,1,880.83,0.0,518.55,880.83,518.55,362.2800000000001
333,10130,120,1,495.9,0.0,389.06,495.9,389.06,106.84
334,10131,84,3,264.26,0.0,195.86,792.78,587.58,205.1999999999999
335,10131,6,1,32.38,0.0,17.25,32.38,17.25,15.13
336,10131,62,4,250.15,0.15,194.21,850.51,776.84,73.66999999999996
337,10131,66,5,349.05,0.0,253.36,1745.25,1266.8,478.4499999999998
338,10132,81,2,381.82,0.0,223.83,763.64,447.66,315.98
339,10132,93,3,273.85,0%,158.48,821.5500000000001,475.4399999999999,346.1100000000001
340,10132,43,1,277.47,0.0,190.03,277.47,190.03,87.44000000000003
341,10132,4,2,71.14,0.0,39.56,142.28,79.12,63.16
342,10133,86,1,470.44,0.0,408.15,470.44,408.15,62.29000000000002
343,10133,84,1,264.26,0.0,195.86,264.26,195.86,68.39999999999998
344,10133,63,5,216.79,0.0,140.62,1083.95,703.1,380.85
345,10133,7,4,685.35,0.0,500.3,2741.4,2001.2,740.2
346,10134,56,2,235.76,0.0,177.4,471.52,354.8,116.72
347,10134,1,6,424.38,0.0,227.85,2546.28,1367.1,1179.18
348,10134,76,2,759.03,0.0,545.42,1518.06,1090.84,427.22
349,10134,39,5,613.38,0.0,463.91,3066.9,2319.55,747.3499999999999
350,10135,87,2,449.15,0.0,309.7,898.3,619.4,278.9
351,10135,19,5,238.05,0.0,186.25,1190.25,931.25,259.0
352,10135,96,6,115.83,0.15,60.4,590.733,362.4,228.333
353,10136,39,4,584.17,0.0,463.91,2336.68,1855.64,481.0399999999997
354,10136,65,3,14.7,0.0,9.14,44.09999999999999,27.42,16.67999999999999
355,10136,71,1,809.55,0.0,577.66,809.55,577.66,231.89
356,10137,23,2,275.02,0.0,158.97,550.04,317.94,232.1
357,10137,56,1,235.76,0.0,177.4,235.76,177.4,58.35999999999999
358,10138,50,5,"25,88",0.0,20.12,129.4,100.6,28.8
359,10138,112,1,90.76,0.0,60.74,90.76,60.74,30.02
360,10138,108,1,566.09,0.0,428.75,566.09,428.75,137.34
361,10139,92,1,1055.9,0.0,555.19,1055.9,555.19,500.71
362,10139,7,2,685.35,0.0,500.3,1370.7,1000.6,370.1
363,10139,90,2,736.69,0.0,562.35,1473.38,1124.7,348.6800000000001
364,10140,23,5,288.77,0.0,158.97,1443.85,794.85,648.9999999999999
365,10141,20,1,607.68,0.05,412.12,577.2959999999999,412.12,165.1759999999999
366,10141,7,2,685.35,0.0,500.3,1370.7,1000.6,370.1
367,10141,67,3,112.2,0.0,76.32,336.6,228.96,107.64
368,10142,99,1,837.91,0.0,436.94,837.91,436.94,400.97
369,10142,66,1,349.05,0.0,253.36,349.05,253.36,95.69
370,10142,26,2,1059.12,0.0,581.9,2118.24,1163.8,954.4399999999998
371,10142,70,3,437.72,0.0,221.36,1313.16,664.08,649.08
372,10143,72,4,411.78,0%,300.86,1647.12,1203.44,443.6799999999998
373,10144,95,2,446.11,0.15,320.14,758.3870000000001,640.28,118.1070000000001
374,10144,64,4,928.65,0.0,491.72,3714.6,1966.88,1747.72
375,10144,39,2,554.96,0.0,463.91,1109.92,927.82,182.1
376,10145,82,6,653.15,0.05,381.95,3722.954999999999,2291.7,1431.255
377,10145,23,1,275.02,0.0,158.97,275.02,158.97,116.05
378,10145,9,5,301.32,0.0,186.02,1506.6,930.1,576.4999999999999
379,10145,84,6,264.26,0.0,195.86,1585.56,1175.16,410.3999999999999
380,10146,9,1,286.25,0.0,186.02,286.25,186.02,100.23
381,10146,48,2,739.67,0.0,463.73,1479.34,927.46,551.8799999999999
382,10146,59,1,651.93,0.0,483.18,651.93,483.18,168.7499999999999
383,10147,82,3,622.05,0.0,381.95,1866.15,1145.85,720.3
384,10148,35,3,93.29,0.1,49.36,251.883,148.08,103.803
385,10148,16,1,489.78,0.0,366.49,489.78,366.49,123.29
386,10148,67,1,106.59,0.0,76.32,106.59,76.32,30.27000000000001
387,10148,114,2,884.36,0.0,583.94,1768.72,1167.88,600.8399999999999
